,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Kirk Penney,38,10,20,1,9,16,20,1,3,1,0,0,4,3,37,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
1,Mika Vukona,35,8,13,1,2,2,4,1,9,3,5,0,4,3,19,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
2,Thomas Abercrombie,21,3,6,0,1,1,2,8,11,0,1,1,0,5,7,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
3,Lindsay Tait,20,0,3,0,0,2,2,0,4,3,0,0,1,2,2,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
4,Craig Bradshaw,18,1,6,1,4,0,0,0,1,0,2,0,0,5,3,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
6,Phill Jones,25,2,6,1,3,1,1,0,3,0,0,1,0,3,6,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
7,Michael Fitchett,20,0,4,0,4,0,0,0,2,2,1,0,0,1,0,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
8,Alex Pledger,13,2,3,0,0,1,3,3,4,1,0,0,0,4,5,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
9,Pero Cameron,8,0,3,0,2,0,0,0,0,3,0,0,0,1,0,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
10,Jeremy Kench,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
11,B.J. Anthony,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
12,Totals,,26,65,4,25,23,32,13,37,13,9,2,10,28,79,new zealand,2010-08-28,lithuania,201008286,Group Play,20106
0,Linas Kleiza,34,11,15,3,5,2,5,1,8,0,1,0,3,3,27,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
1,Mantas Kalnietis,23,0,3,0,2,6,8,0,3,4,0,0,2,2,6,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
2,Jonas Maciulis,20,6,10,1,3,1,3,1,2,4,1,1,1,4,14,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
3,Renaldas Seibutis,6,0,1,0,1,0,0,0,1,0,0,0,0,2,0,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
4,Robertas Javtokas,4,1,2,0,0,0,0,1,1,0,0,1,1,0,2,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
6,Paulius Jankunas,26,6,11,0,0,3,5,2,4,1,0,1,1,4,15,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
7,Simas Jasaitis,25,1,3,0,1,2,4,2,4,2,1,0,1,0,4,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
8,Tomas Delininkaitis,18,2,3,0,1,4,5,0,2,2,1,0,2,0,8,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
9,Martynas Gecevicius,17,2,5,0,2,4,4,1,2,3,0,0,2,2,8,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
10,Martynas Pocius,16,1,2,0,1,0,2,1,3,2,0,0,0,4,2,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
11,Tadas Klimavicius,11,2,3,0,0,2,2,1,2,0,0,0,0,2,6,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
12,Totals,,32,58,4,16,24,38,10,32,18,4,3,13,23,92,lithuania,2010-08-28,new zealand,201008286,Group Play,20106
