,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Derrick Rose,21,2,6,0,1,0,0,0,0,1,1,0,2,0,4,united states,2010-09-02,tunisia,2010090259,Group Play,201059
1,Kevin Durant,18,5,9,1,3,3,3,0,4,2,0,1,2,0,14,united states,2010-09-02,tunisia,2010090259,Group Play,201059
2,Chauncey Billups,15,2,4,1,3,2,2,0,2,0,2,0,0,1,7,united states,2010-09-02,tunisia,2010090259,Group Play,201059
3,Andre Iguodala,15,2,3,0,1,0,0,1,6,0,0,0,1,0,4,united states,2010-09-02,tunisia,2010090259,Group Play,201059
4,Lamar Odom,15,0,1,0,0,0,0,2,2,0,0,1,0,2,0,united states,2010-09-02,tunisia,2010090259,Group Play,201059
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,united states,2010-09-02,tunisia,2010090259,Group Play,201059
6,Eric Gordon,25,7,10,4,7,3,3,0,2,1,3,0,0,3,21,united states,2010-09-02,tunisia,2010090259,Group Play,201059
7,Russell Westbrook,25,6,9,0,1,2,2,0,1,2,0,1,1,0,14,united states,2010-09-02,tunisia,2010090259,Group Play,201059
8,Danny Granger,16,2,8,1,3,0,0,0,3,2,1,0,1,0,5,united states,2010-09-02,tunisia,2010090259,Group Play,201059
9,Stephen Curry,15,5,8,3,5,0,0,1,3,2,0,0,2,2,13,united states,2010-09-02,tunisia,2010090259,Group Play,201059
10,Tyson Chandler,15,2,4,0,0,0,0,1,5,2,0,2,0,2,4,united states,2010-09-02,tunisia,2010090259,Group Play,201059
11,Kevin Love,10,2,4,0,1,0,0,4,5,1,1,0,1,1,4,united states,2010-09-02,tunisia,2010090259,Group Play,201059
12,Rudy Gay,10,1,3,0,1,0,0,1,2,2,1,1,0,0,2,united states,2010-09-02,tunisia,2010090259,Group Play,201059
13,Totals,,36,69,10,26,10,10,10,35,15,9,6,10,11,92,united states,2010-09-02,tunisia,2010090259,Group Play,201059
0,Marouan Kechrid,32,5,12,5,11,0,0,1,5,0,1,0,2,0,15,tunisia,2010-09-02,united states,2010090259,Group Play,201059
1,Mohamed Naim Dhifallah,27,0,9,0,5,1,2,2,2,2,1,0,1,3,1,tunisia,2010-09-02,united states,2010090259,Group Play,201059
2,Salah Mejri,26,0,7,0,1,0,0,5,8,0,0,1,3,1,0,tunisia,2010-09-02,united states,2010090259,Group Play,201059
3,Radhouane Slimane,22,3,10,1,3,2,2,5,5,1,1,1,2,3,9,tunisia,2010-09-02,united states,2010090259,Group Play,201059
4,Amine Rzig,16,3,7,0,0,3,4,3,3,1,0,0,2,1,9,tunisia,2010-09-02,united states,2010090259,Group Play,201059
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,tunisia,2010-09-02,united states,2010090259,Group Play,201059
6,Makram Ben Romdhane,26,4,7,0,0,3,4,3,8,0,3,0,2,1,11,tunisia,2010-09-02,united states,2010090259,Group Play,201059
7,Mohamed Hadidane,15,2,10,1,5,0,2,1,4,1,0,0,0,1,5,tunisia,2010-09-02,united states,2010090259,Group Play,201059
8,Nizar Knioua,15,0,2,0,0,0,0,0,2,0,1,0,0,0,0,tunisia,2010-09-02,united states,2010090259,Group Play,201059
9,Mokhtar Ghyaza,10,1,2,0,0,0,0,0,1,1,0,0,0,0,2,tunisia,2010-09-02,united states,2010090259,Group Play,201059
10,Atef Maoua,5,2,4,1,3,0,0,1,1,0,0,0,2,1,5,tunisia,2010-09-02,united states,2010090259,Group Play,201059
11,Marouan Laghnej,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,tunisia,2010-09-02,united states,2010090259,Group Play,201059
12,Hamdi Braa,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,tunisia,2010-09-02,united states,2010090259,Group Play,201059
13,Totals,,20,72,8,28,9,14,21,40,7,8,2,14,11,57,tunisia,2010-09-02,united states,2010090259,Group Play,201059
