,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Joaquim Gomes,25,6,11,3,5,1,2,3,7,5,0,0,1,3,16,angola,2010-08-30,argentina,2010083024,Group Play,201024
1,Olimpio Cipriano,25,6,11,1,4,2,2,0,1,1,1,2,2,1,15,angola,2010-08-30,argentina,2010083024,Group Play,201024
2,Carlos Morais,22,4,8,3,6,0,0,0,1,0,0,0,1,2,11,angola,2010-08-30,argentina,2010083024,Group Play,201024
3,Miguel Lutonda,22,3,5,1,3,2,2,0,2,2,0,0,2,2,9,angola,2010-08-30,argentina,2010083024,Group Play,201024
4,Eduardo Mingas,18,2,9,0,0,0,0,1,4,1,0,0,1,3,4,angola,2010-08-30,argentina,2010083024,Group Play,201024
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,angola,2010-08-30,argentina,2010083024,Group Play,201024
6,Carlos Almeida,22,1,3,1,2,0,0,1,3,0,1,0,2,3,3,angola,2010-08-30,argentina,2010083024,Group Play,201024
7,Felizardo Ambrosio,21,2,5,1,3,0,0,0,5,2,0,0,0,3,5,angola,2010-08-30,argentina,2010083024,Group Play,201024
8,Divaldo Mbunga,12,2,2,0,0,0,0,0,2,1,0,0,0,0,4,angola,2010-08-30,argentina,2010083024,Group Play,201024
9,Domingos Bonifacio,12,0,5,0,1,1,2,2,2,1,1,0,0,0,1,angola,2010-08-30,argentina,2010083024,Group Play,201024
10,Roberto Fortes,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,angola,2010-08-30,argentina,2010083024,Group Play,201024
11,Leonel Paulo,7,0,3,0,1,0,0,1,1,0,0,0,0,0,0,angola,2010-08-30,argentina,2010083024,Group Play,201024
12,Vladimir Jeronimo,6,1,2,0,1,0,0,2,2,0,0,0,1,1,2,angola,2010-08-30,argentina,2010083024,Group Play,201024
13,Totals,,27,66,10,26,6,8,10,31,13,3,2,10,18,70,angola,2010-08-30,argentina,2010083024,Group Play,201024
0,Carlos Delfino,34,8,12,2,6,4,4,1,5,4,4,0,2,3,22,argentina,2010-08-30,angola,2010083024,Group Play,201024
1,Luis Scola,32,13,21,0,1,6,6,2,8,0,3,0,2,1,32,argentina,2010-08-30,angola,2010083024,Group Play,201024
2,Pablo Prigioni,24,0,3,0,3,0,0,0,2,2,1,0,0,0,0,argentina,2010-08-30,angola,2010083024,Group Play,201024
3,Hernan Jasen,21,2,3,0,0,1,1,0,3,4,0,0,0,0,5,argentina,2010-08-30,angola,2010083024,Group Play,201024
4,Roman Gonzalez,13,2,3,0,0,0,0,0,1,2,0,0,0,3,4,argentina,2010-08-30,angola,2010083024,Group Play,201024
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,argentina,2010-08-30,angola,2010083024,Group Play,201024
6,Paulo Quinteros,21,2,6,1,4,2,2,1,1,0,0,0,1,1,7,argentina,2010-08-30,angola,2010083024,Group Play,201024
7,Leo Gutierrez,19,2,10,2,8,0,0,1,4,2,0,0,0,2,6,argentina,2010-08-30,angola,2010083024,Group Play,201024
8,Luis Eduardo Cequeira,16,3,5,0,0,0,0,2,2,3,1,0,0,3,6,argentina,2010-08-30,angola,2010083024,Group Play,201024
9,Juan Gutierrez,14,3,3,0,0,3,4,2,7,0,0,1,0,1,9,argentina,2010-08-30,angola,2010083024,Group Play,201024
10,Marcos Mata,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,argentina,2010-08-30,angola,2010083024,Group Play,201024
11,Totals,,35,67,5,23,16,17,9,33,17,9,1,5,14,91,argentina,2010-08-30,angola,2010083024,Group Play,201024
