,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Fadi El Khatib,32,3,7,1,2,3,6,2,4,0,0,0,3,3,10,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
1,Rony Fahed,27,3,11,1,7,0,0,0,1,1,1,0,0,0,7,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
2,Jackson Vroman,24,9,14,0,0,4,8,5,9,2,1,0,3,4,22,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
3,Elias Rustom,23,3,5,1,1,0,1,0,1,0,2,0,5,2,7,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
4,Matt Freije,13,0,3,0,1,0,0,0,1,0,0,0,2,4,0,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
6,Ali Kanaan,26,1,4,1,3,0,0,0,6,0,1,1,0,5,3,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
7,Jean Abd El Nour,22,0,4,0,3,0,0,0,1,2,1,0,3,3,0,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
8,Ali Mahmoud,16,2,5,1,1,0,1,1,1,0,3,0,1,0,5,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
9,Ali Fakhreddine,9,1,6,1,2,0,0,2,4,0,0,0,0,0,3,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
10,Ghaled Reda,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
11,Elie Stephan,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
12,Totals,,22,61,6,22,7,16,10,28,5,9,1,18,22,57,lebanon,2010-09-01,spain,2010090145,Group Play,201045,fiba-world-cup
0,Ricky Rubio,26,0,6,0,2,0,0,0,3,7,2,0,0,4,0,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
1,Marc Gasol,24,10,14,0,0,5,9,5,8,1,1,1,0,0,25,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
2,Juan Carlos Navarro,19,1,6,1,5,2,4,0,0,4,0,0,1,2,5,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
3,Jorge Garbajosa,18,3,5,1,3,0,0,0,1,1,0,0,3,0,7,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
4,Rudy Fernandez,13,2,4,1,3,2,2,2,7,2,3,0,2,1,7,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
6,Sergio Llull,19,2,5,1,4,1,2,0,3,1,1,0,2,1,6,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
7,Alex Mumbru,18,2,7,1,5,4,4,1,4,4,2,0,0,3,9,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
8,Fran Vazquez,16,7,7,0,0,1,1,1,8,1,1,1,1,2,15,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
9,Felipe Reyes,16,2,6,0,1,4,4,3,9,1,2,0,3,3,8,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
10,Fernando San Emeterio,14,1,2,1,2,0,0,0,1,2,0,0,1,1,3,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
11,Raul Lopez,11,0,1,0,1,0,0,0,1,4,0,0,2,2,0,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
12,Victor Claver,6,3,3,0,0,0,1,0,1,1,0,0,0,0,6,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
13,Totals,,33,66,6,26,19,27,12,46,29,12,2,15,19,91,spain,2010-09-01,lebanon,2010090145,Group Play,201045,fiba-world-cup
