,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Massimo Bulleri,38.0,4,14,2,8,2,2,0,1,2,0,0,4,5,12,italy,2004-08-19,spain,2004081917,Group A,L
1,Gianluca Basile,35.0,6,17,3,11,0,0,0,2,3,2,0,1,3,15,italy,2004-08-19,spain,2004081917,Group A,L
2,Giacomo Galanda,34.0,3,13,2,5,0,0,2,7,1,0,0,2,4,8,italy,2004-08-19,spain,2004081917,Group A,L
3,Alex Righetti,24.0,6,11,5,9,1,1,2,3,1,2,0,1,5,18,italy,2004-08-19,spain,2004081917,Group A,L
4,Denis Marconato,22.0,2,3,0,0,0,0,5,8,1,4,1,4,5,4,italy,2004-08-19,spain,2004081917,Group A,L
5,Roberto Chiacig,14.0,1,5,0,0,0,0,4,8,0,3,0,3,2,2,italy,2004-08-19,spain,2004081917,Group A,L
6,Luca Garri,12.0,1,1,0,0,0,0,1,2,0,0,0,1,2,2,italy,2004-08-19,spain,2004081917,Group A,L
7,Rodolfo Rombaldoni,7.0,1,3,0,1,0,0,1,1,0,0,0,0,0,2,italy,2004-08-19,spain,2004081917,Group A,L
8,Matteo Soragna,7.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,italy,2004-08-19,spain,2004081917,Group A,L
9,Gianmarco Pozzecco,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,italy,2004-08-19,spain,2004081917,Group A,L
10,Nikola Radulovic,3.0,0,1,0,1,0,0,1,1,0,0,1,2,0,0,italy,2004-08-19,spain,2004081917,Group A,L
11,Michele Mian,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,italy,2004-08-19,spain,2004081917,Group A,L
12,Totals,,24,68,12,35,3,3,16,34,8,12,2,18,28,63,italy,2004-08-19,spain,2004081917,Group A,L
0,Jose Calderon,37.0,2,4,1,1,1,2,1,4,1,1,1,2,3,6,spain,2004-08-19,italy,2004081917,Group A,L
1,Jorge Garbajosa,34.0,6,11,0,4,5,8,2,8,3,2,0,1,3,17,spain,2004-08-19,italy,2004081917,Group A,L
2,Pau Gasol,32.0,4,8,0,1,8,10,2,5,0,1,2,5,1,16,spain,2004-08-19,italy,2004081917,Group A,L
3,Rodrigo De La Fuente,28.0,3,7,1,2,0,0,1,3,0,2,0,1,1,7,spain,2004-08-19,italy,2004081917,Group A,L
4,Juan Carlos Navarro,18.0,1,6,0,2,1,2,0,0,1,0,0,1,1,3,spain,2004-08-19,italy,2004081917,Group A,L
5,Rudy Fernandez,14.0,1,3,0,0,5,6,0,3,0,0,0,2,1,7,spain,2004-08-19,italy,2004081917,Group A,L
6,Carlos Jimenez,13.0,0,0,0,0,0,0,1,3,0,2,0,2,2,0,spain,2004-08-19,italy,2004081917,Group A,L
7,Felipe Reyes,8.0,3,5,0,0,3,5,2,4,0,0,0,0,0,9,spain,2004-08-19,italy,2004081917,Group A,L
8,Iker Iturbe,7.0,1,2,0,1,0,0,1,1,0,1,0,1,0,2,spain,2004-08-19,italy,2004081917,Group A,L
9,Roberto Duenas,6.0,2,4,0,0,0,0,0,1,1,0,0,0,0,4,spain,2004-08-19,italy,2004081917,Group A,L
10,Jaume Comas,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,spain,2004-08-19,italy,2004081917,Group A,L
11,Totals,,23,51,2,11,23,33,10,33,6,9,3,15,12,71,spain,2004-08-19,italy,2004081917,Group A,L
