,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Vladimir Radmanovic,38.0,8,12,4,7,1,3,1,3,1,0,0,4,5,21,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
1,Dejan Bodiroga,37.0,5,12,1,1,5,7,1,5,0,2,0,1,3,16,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
2,Dejan Tomasevic,35.0,1,3,0,0,4,8,1,10,1,0,0,3,4,6,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
3,Milos Vujanic,34.0,4,7,2,5,5,6,0,2,0,1,0,0,3,15,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
4,Igor Rakocevic,29.0,8,13,1,4,2,2,1,3,1,1,0,3,2,19,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
5,Nenad Krstic,10.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
6,Predrag Drobnjak,9.0,2,3,0,1,1,1,0,1,0,1,0,0,1,5,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
7,Vule Avdalovic,7.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
8,Vlado Scepanovic,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
9,Totals,,28,51,8,18,18,27,4,24,3,5,0,11,24,82,serbia and montenegro,2004-08-15,argentina,200408151,Group A,L
0,Andres Nocioni,34.0,5,10,0,2,2,2,0,2,2,1,1,1,1,12,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
1,Manu Ginobili,30.0,8,14,4,6,7,10,1,5,3,2,1,1,0,27,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
2,Pepe Sanchez,25.0,1,2,1,1,0,0,1,3,2,1,0,2,4,3,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
3,Ruben Wolkowyski,24.0,2,6,1,3,0,0,0,6,0,0,0,0,2,5,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
4,Fabricio Oberto,20.0,4,5,0,0,0,0,0,1,0,1,0,3,5,8,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
5,Alejandro Montecchia,16.0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
6,Luis Scola,15.0,3,5,0,0,4,5,1,4,1,0,0,2,5,10,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
7,Carlos Delfino,14.0,3,5,1,3,1,1,0,0,1,0,0,0,1,8,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
8,Hugo Sconochini,11.0,2,4,1,2,0,0,0,2,1,0,0,3,4,5,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
9,Gabriel Fernandez,11.0,1,1,0,0,1,2,1,2,0,0,0,1,1,3,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
10,Totals,,30,54,8,17,15,20,4,25,10,5,2,14,25,83,argentina,2004-08-15,serbia and montenegro,200408151,Group A,L
