year,id,country,date,tournament_stage,mp,fg,fga,x3p,x3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,results,mov,fg_p,x3P_p,ft_p,tsa,ts_p,efg_p,tov_p
2012,2012080422,lithuania,2012-08-04,Group A,201,38,65,7,16,11,15,5,33,21,3,1,23,28,94,L,5,0.5846153846153846,0.4375,0.7333333333333333,71.6,0.6564245810055866,0.6384615384615384,24.312896405919663
2012,2012080422,united states,2012-08-04,Group A,199,35,79,10,33,19,31,13,35,13,17,2,9,22,99,W,5,0.4430379746835443,0.30303030303030304,0.6129032258064516,92.64,0.5343264248704663,0.5063291139240507,8.85478158205431
2012,2012080423,russia,2012-08-04,Group B,200,29,62,9,23,10,11,7,29,19,4,4,10,20,77,W,3,0.46774193548387094,0.391304347826087,0.9090909090909091,66.84,0.5760023937761819,0.5403225806451613,13.01405517959396
2012,2012080423,spain,2012-08-04,Group B,199,27,63,3,15,17,19,6,27,12,5,4,8,18,74,L,3,0.42857142857142855,0.2,0.8947368421052632,71.36,0.5184977578475336,0.4523809523809524,10.080645161290322
2012,2012080624,argentina,2012-08-06,Group A,200,33,65,10,26,21,28,7,28,22,2,2,16,18,97,L,29,0.5076923076923077,0.38461538461538464,0.75,77.32,0.6272633212622867,0.5846153846153846,17.145306472353194
2012,2012080624,united states,2012-08-06,Group A,199,45,88,20,39,16,20,19,46,29,11,2,8,26,126,W,29,0.5113636363636364,0.5128205128205128,0.8,96.8,0.6508264462809917,0.625,7.633587786259542
2012,2012080625,australia,2012-08-06,Group B,199,31,74,11,30,9,9,11,32,20,8,2,14,18,82,W,2,0.4189189189189189,0.36666666666666664,1,77.96,0.525910723447922,0.49324324324324326,15.224010439321445
2012,2012080625,russia,2012-08-06,Group B,201,29,56,7,16,15,20,4,28,25,8,8,18,15,80,L,2,0.5178571428571429,0.4375,0.75,64.8,0.617283950617284,0.5803571428571429,21.73913043478261
2012,2012080626,brazil,2012-08-06,Group B,199,35,68,8,17,10,17,10,30,21,8,2,9,26,88,W,6,0.5147058823529411,0.47058823529411764,0.5882352941176471,75.48,0.5829358770535241,0.5735294117647058,10.65340909090909
2012,2012080626,spain,2012-08-06,Group B,202,29,56,4,13,20,27,8,34,23,3,5,14,20,82,L,6,0.5178571428571429,0.3076923076923077,0.7407407407407407,67.88,0.6040070713022982,0.5535714285714286,17.09819247679531
2012,2012080627,china,2012-08-06,Group B,201,19,52,4,15,16,26,6,32,8,2,6,15,20,58,L,32,0.36538461538461536,0.26666666666666666,0.6153846153846154,63.44,0.457124842370744,0.40384615384615385,19.12289648138705
2012,2012080627,great britain,2012-08-06,Group B,199,31,77,13,36,15,20,14,44,19,5,5,5,24,90,W,32,0.4025974025974026,0.3611111111111111,0.75,85.8,0.5244755244755245,0.487012987012987,5.506607929515419
2012,2012080628,france,2012-08-06,Group A,199,30,62,8,28,11,17,8,32,24,11,6,13,18,79,W,6,0.4838709677419355,0.2857142857142857,0.6470588235294118,69.48,0.5685089234312032,0.5483870967741935,15.761396702230844
2012,2012080628,nigeria,2012-08-06,Group A,199,25,61,10,20,13,19,8,30,10,6,0,15,16,73,L,6,0.4098360655737705,0.5,0.6842105263157895,69.36,0.526239907727797,0.4918032786885246,17.780938833570413
2012,2012080629,lithuania,2012-08-06,Group A,199,27,58,11,24,11,17,12,35,24,9,4,15,18,76,W,13,0.46551724137931033,0.4583333333333333,0.6470588235294118,65.48,0.5803298717165546,0.5603448275862069,18.63817097415507
2012,2012080629,tunisia,2012-08-06,Group A,201,26,60,6,15,5,9,8,25,10,8,4,18,19,63,L,13,0.43333333333333335,0.4,0.5555555555555556,63.96,0.4924953095684803,0.48333333333333334,21.961932650073205
2012,2012080830,argentina,2012-08-08,Quarter-Finals,200,28,59,7,24,19,28,4,33,14,4,2,10,24,82,W,5,0.4745762711864407,0.2916666666666667,0.6785714285714286,71.32,0.5748738081884465,0.5338983050847458,12.297097884899165
2012,2012080830,brazil,2012-08-08,Quarter-Finals,200,29,67,7,23,12,24,7,29,12,3,1,8,26,77,L,5,0.43283582089552236,0.30434782608695654,0.5,77.56,0.4963898916967509,0.48507462686567165,9.350163627863488
2012,2012080831,australia,2012-08-08,Quarter-Finals,200,32,71,9,22,13,21,8,39,19,4,3,18,30,86,L,33,0.4507042253521127,0.4090909090909091,0.6190476190476191,80.24,0.5358923230309073,0.5140845070422535,18.322475570032573
2012,2012080831,united states,2012-08-08,Quarter-Finals,200,39,86,19,46,22,32,16,45,24,13,0,10,21,119,W,33,0.45348837209302323,0.41304347826086957,0.6875,100.08,0.5945243804956035,0.563953488372093,9.084302325581396
2012,2012080832,lithuania,2012-08-08,Quarter-Finals,202,22,59,8,19,22,30,5,38,15,4,1,14,28,74,L,9,0.3728813559322034,0.42105263157894735,0.7333333333333333,72.2,0.5124653739612188,0.4406779661016949,16.241299303944317
2012,2012080832,russia,2012-08-08,Quarter-Finals,201,28,62,5,17,22,36,9,33,24,4,4,10,23,83,W,9,0.45161290322580644,0.29411764705882354,0.6111111111111112,77.84,0.5331449126413155,0.49193548387096775,11.384335154826958
2012,2012080833,france,2012-08-08,Quarter-Finals,201,22,65,7,22,8,12,9,35,10,3,3,10,29,59,L,7,0.3384615384615385,0.3181818181818182,0.6666666666666666,70.28,0.4197495731360273,0.3923076923076923,12.456402590931738
