,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Vince Carter,29.0,7,15,2,4,2,6,2,2,1,0,0,0,2,18,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
1,Kevin Garnett,28.0,5,11,0,0,2,4,6,14,4,2,1,1,3,12,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
2,Alonzo Mourning,24.0,5,5,0,0,6,6,1,1,1,0,0,1,5,16,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
3,Jason Kidd,22.0,1,3,1,1,3,4,0,4,1,0,0,2,2,6,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
4,Gary Payton,22.0,1,5,0,3,0,0,0,1,1,1,0,0,3,2,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
5,Allan Houston,16.0,2,5,1,3,2,2,0,2,2,0,0,1,1,7,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
6,Ray Allen,13.0,3,6,1,2,2,2,0,0,0,1,1,2,1,9,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
7,Steve Smith,12.0,2,3,1,1,2,2,0,0,0,0,1,2,4,7,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
8,Vin Baker,12.0,2,4,0,0,0,0,1,4,0,2,0,0,1,4,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
9,Antonio McDyess,9.0,1,1,0,0,0,2,3,6,1,0,0,2,2,2,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
10,Tim Hardaway,7.0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
11,Shareef Abdur-Rahim,6.0,0,1,0,0,2,2,1,3,0,0,0,0,0,2,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
12,Totals,,29,61,6,16,21,30,14,37,14,6,3,11,24,85,united states,2000-09-29,lithuania,2000092937,Semi-Finals,W
0,Sarunas Jasikevicius,34.0,8,16,5,11,6,6,1,3,4,0,0,0,4,27,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
1,Mindaugas Timinskas,25.0,4,8,1,2,2,3,0,3,1,0,1,2,3,11,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
2,Saulius Stombergas,25.0,4,8,1,3,2,2,1,5,3,0,0,0,5,11,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
3,Eurelijus Zukauskas,25.0,3,10,0,0,0,0,3,5,2,0,0,1,3,6,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
4,Darius Songaila,23.0,4,6,0,0,4,5,1,2,2,0,0,1,5,12,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
5,Tomas Masiulis,21.0,2,4,0,0,3,4,2,3,1,0,0,1,1,7,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
6,Ramunas Siskauskas,18.0,1,6,0,4,3,5,1,3,0,2,0,1,3,5,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
7,Gintaras Einikis,12.0,1,5,0,1,0,0,1,1,0,0,0,0,1,2,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
8,Darius Maskoliunas,8.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
9,Andrius Giedraitis,6.0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
10,Kestutis Marciulonis,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
11,Totals,,28,65,7,22,20,25,11,26,14,3,2,7,26,83,lithuania,2000-09-29,united states,2000092937,Semi-Finals,L
