,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Alonzo Mourning,29.0,2,7,0,1,2,2,0,5,2,1,1,2,4,6,united states,2000-09-21,lithuania,2000092117,Group A,W
1,Gary Payton,24.0,4,10,1,2,5,5,2,4,1,1,0,3,4,14,united states,2000-09-21,lithuania,2000092117,Group A,W
2,Vince Carter,24.0,3,10,1,5,5,6,3,6,1,0,0,0,4,12,united states,2000-09-21,lithuania,2000092117,Group A,W
3,Kevin Garnett,19.0,3,6,0,0,2,2,2,11,0,2,0,1,2,8,united states,2000-09-21,lithuania,2000092117,Group A,W
4,Jason Kidd,18.0,2,3,1,1,2,2,1,5,2,0,0,4,2,7,united states,2000-09-21,lithuania,2000092117,Group A,W
5,Ray Allen,16.0,4,8,1,2,2,2,0,2,2,0,0,0,3,11,united states,2000-09-21,lithuania,2000092117,Group A,W
6,Steve Smith,15.0,0,4,0,1,7,8,1,7,0,0,0,2,1,7,united states,2000-09-21,lithuania,2000092117,Group A,W
7,Antonio McDyess,13.0,2,4,0,0,0,0,2,7,2,1,3,1,4,4,united states,2000-09-21,lithuania,2000092117,Group A,W
8,Tim Hardaway,12.0,3,7,2,5,0,0,1,1,1,1,0,1,1,8,united states,2000-09-21,lithuania,2000092117,Group A,W
9,Vin Baker,11.0,1,5,0,0,2,2,3,3,0,0,0,1,1,4,united states,2000-09-21,lithuania,2000092117,Group A,W
10,Allan Houston,11.0,1,3,0,1,1,2,0,0,0,0,0,0,2,3,united states,2000-09-21,lithuania,2000092117,Group A,W
11,Shareef Abdur-Rahim,7.0,0,3,0,0,1,2,2,2,0,0,0,0,0,1,united states,2000-09-21,lithuania,2000092117,Group A,W
12,Totals,,25,70,6,18,29,33,17,53,11,6,4,15,28,85,united states,2000-09-21,lithuania,2000092117,Group A,W
0,Mindaugas Timinskas,25.0,3,9,1,4,8,13,0,3,0,0,0,2,2,15,lithuania,2000-09-21,united states,2000092117,Group A,L
1,Darius Songaila,24.0,6,10,0,0,4,5,1,8,1,0,0,1,4,16,lithuania,2000-09-21,united states,2000092117,Group A,L
2,Eurelijus Zukauskas,21.0,4,7,0,0,0,4,1,4,1,1,0,1,1,8,lithuania,2000-09-21,united states,2000092117,Group A,L
3,Tomas Masiulis,20.0,2,7,0,0,3,4,5,7,2,2,0,0,3,7,lithuania,2000-09-21,united states,2000092117,Group A,L
4,Darius Maskoliunas,19.0,0,2,0,2,0,0,0,1,3,2,0,1,0,0,lithuania,2000-09-21,united states,2000092117,Group A,L
5,Sarunas Jasikevicius,18.0,2,8,1,6,4,4,0,2,6,1,2,2,4,9,lithuania,2000-09-21,united states,2000092117,Group A,L
6,Ramunas Siskauskas,18.0,2,4,0,1,2,2,0,2,2,0,0,1,1,6,lithuania,2000-09-21,united states,2000092117,Group A,L
7,Saulius Stombergas,15.0,2,5,0,1,2,3,0,1,1,1,0,0,5,6,lithuania,2000-09-21,united states,2000092117,Group A,L
8,Gintaras Einikis,15.0,0,4,0,0,1,2,0,4,0,0,0,0,3,1,lithuania,2000-09-21,united states,2000092117,Group A,L
9,Kestutis Marciulonis,10.0,2,4,1,2,1,2,0,1,1,0,1,1,1,6,lithuania,2000-09-21,united states,2000092117,Group A,L
10,Andrius Giedraitis,9.0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,lithuania,2000-09-21,united states,2000092117,Group A,L
11,Dainius Adomaitis,6.0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,lithuania,2000-09-21,united states,2000092117,Group A,L
12,Totals,,23,60,3,16,27,43,7,34,17,7,3,10,27,76,lithuania,2000-09-21,united states,2000092117,Group A,L
