,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Pero Cameron,35.0,6,9,5,7,1,2,1,5,6,1,0,3,3,18,new zealand,2000-09-21,italy,2000092116,Group A,L
1,Phill Jones,30.0,5,13,1,3,4,5,1,4,3,1,0,0,4,15,new zealand,2000-09-21,italy,2000092116,Group A,L
2,Mark Dickel,29.0,3,8,1,2,4,4,0,4,0,1,1,4,3,11,new zealand,2000-09-21,italy,2000092116,Group A,L
3,Ralph Lattimore,27.0,2,9,1,6,0,0,1,3,1,0,0,1,5,5,new zealand,2000-09-21,italy,2000092116,Group A,L
4,Sean Marks,25.0,2,6,1,2,2,2,2,7,0,1,0,2,2,7,new zealand,2000-09-21,italy,2000092116,Group A,L
5,Tony Rampton,14.0,1,1,0,0,0,0,1,3,1,0,0,3,3,2,new zealand,2000-09-21,italy,2000092116,Group A,L
6,Paul Henare,11.0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,new zealand,2000-09-21,italy,2000092116,Group A,L
7,Kirk Penney,10.0,1,4,0,1,0,0,0,3,0,0,0,0,0,2,new zealand,2000-09-21,italy,2000092116,Group A,L
8,Nenad Vucinic,9.0,1,3,0,0,0,0,0,0,2,0,1,0,3,2,new zealand,2000-09-21,italy,2000092116,Group A,L
9,Peter Pokai,5.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,new zealand,2000-09-21,italy,2000092116,Group A,L
10,Brad Riley,4.0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,new zealand,2000-09-21,italy,2000092116,Group A,L
11,Rob Hickey,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,new zealand,2000-09-21,italy,2000092116,Group A,L
12,Totals,,23,57,9,22,11,13,6,30,15,4,2,15,25,66,new zealand,2000-09-21,italy,2000092116,Group A,L
0,Carlton Myers,40.0,6,17,1,6,7,8,0,6,4,0,0,3,4,20,italy,2000-09-21,new zealand,2000092116,Group A,L
1,Giacomo Galanda,30.0,5,9,2,4,2,4,1,4,0,2,0,0,4,14,italy,2000-09-21,new zealand,2000092116,Group A,L
2,Gregor Fucka,29.0,2,3,0,0,2,2,1,3,1,0,0,2,0,6,italy,2000-09-21,new zealand,2000092116,Group A,L
3,Alessandro Abbio,25.0,5,11,2,6,2,2,1,4,2,1,0,1,1,14,italy,2000-09-21,new zealand,2000092116,Group A,L
4,Roberto Chiacig,19.0,3,4,0,0,3,6,1,4,0,0,2,3,0,9,italy,2000-09-21,new zealand,2000092116,Group A,L
5,Gianluca Basile,18.0,1,3,0,2,0,0,2,5,3,0,0,1,0,2,italy,2000-09-21,new zealand,2000092116,Group A,L
6,Marcelo Damiao,17.0,2,4,1,3,1,2,0,1,0,1,1,0,3,6,italy,2000-09-21,new zealand,2000092116,Group A,L
7,Michele Mian,14.0,1,2,1,1,0,0,0,1,1,0,0,0,1,3,italy,2000-09-21,new zealand,2000092116,Group A,L
8,Andrea Meneghin,9.0,2,3,0,1,0,0,0,0,1,0,0,1,5,4,italy,2000-09-21,new zealand,2000092116,Group A,L
9,Totals,,27,56,7,23,17,24,6,28,12,4,3,11,18,78,italy,2000-09-21,new zealand,2000092116,Group A,L
