,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Mantas Kalnietis,40.0,10,12,4,6,2,2,0,1,11,1,0,3,2,26,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
1,Jonas Maciulis,34.0,2,8,1,5,1,2,0,5,2,4,0,2,1,6,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
2,Jonas Valanciunas,33.0,6,15,0,0,1,2,2,6,0,0,1,3,2,13,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
3,Paulius Jankunas,28.0,7,11,4,7,0,0,1,5,2,1,1,1,4,18,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
4,Renaldas Seibutis,22.0,3,3,1,1,0,0,0,1,4,1,0,0,4,7,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
5,Marius Grigonis,18.0,2,8,0,4,2,2,1,2,2,1,0,0,2,6,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
6,Mindaugas Kuzminskas,15.0,1,5,1,5,0,0,0,2,1,0,0,1,2,3,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
7,Domantas Sabonis,10.0,1,5,0,0,0,0,0,3,0,0,0,1,3,2,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
8,Totals,,32,67,11,28,6,8,4,25,22,8,2,11,20,81,lithuania,2016-08-15,croatia,2016081529,Group B,201629,mens-olympics
0,Dario Saric,38.0,7,12,1,3,3,4,0,6,3,1,0,2,1,18,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
1,Bojan Bogdanovic,34.0,7,15,4,6,4,5,0,2,1,1,0,5,3,22,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
2,Krunoslav Simon,29.0,6,11,3,5,4,4,0,10,6,1,0,4,2,19,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
3,Darko Planinic,23.0,4,6,0,0,2,3,1,4,0,0,0,1,0,10,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
4,Mario Hezonja,23.0,2,4,2,3,0,0,1,4,0,1,0,0,1,6,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
5,Roko Ukic,20.0,0,2,0,0,0,0,1,3,3,1,0,1,1,0,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
6,Luka Babic,20.0,3,4,1,2,0,0,0,3,4,1,0,0,1,7,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
7,Miro Bilan,14.0,3,6,0,0,2,2,1,2,0,0,0,1,4,8,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
8,Zeljko Sakic,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
9,Totals,,32,60,11,19,15,18,4,34,17,6,0,14,14,90,croatia,2016-08-15,lithuania,2016081529,Group B,201629,mens-olympics
