,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Bojan Bogdanovic,36.0,8,15,3,6,9,12,0,3,2,2,0,2,2,28,croatia,2016-08-13,nigeria,2016081323,Group B,201623
1,Roko Ukic,35.0,4,12,1,6,1,2,2,5,4,2,0,0,3,10,croatia,2016-08-13,nigeria,2016081323,Group B,201623
2,Dario Saric,27.0,2,5,1,3,2,3,1,6,0,2,1,3,4,7,croatia,2016-08-13,nigeria,2016081323,Group B,201623
3,Luka Babic,22.0,4,9,0,3,0,0,3,5,1,1,0,0,3,8,croatia,2016-08-13,nigeria,2016081323,Group B,201623
4,Miro Bilan,21.0,3,4,0,0,1,2,0,1,0,0,0,0,2,7,croatia,2016-08-13,nigeria,2016081323,Group B,201623
5,Krunoslav Simon,20.0,1,7,0,4,0,0,2,6,2,0,0,2,0,2,croatia,2016-08-13,nigeria,2016081323,Group B,201623
6,Darko Planinic,17.0,2,3,0,0,5,7,1,3,1,1,0,2,2,9,croatia,2016-08-13,nigeria,2016081323,Group B,201623
7,Mario Hezonja,16.0,2,8,1,5,0,0,0,1,3,0,0,1,0,5,croatia,2016-08-13,nigeria,2016081323,Group B,201623
8,Zeljko Sakic,7.0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,croatia,2016-08-13,nigeria,2016081323,Group B,201623
9,Totals,,26,65,6,28,18,26,10,31,13,8,1,10,17,76,croatia,2016-08-13,nigeria,2016081323,Group B,201623
0,Ike Diogu,30.0,3,10,1,3,3,4,8,12,4,0,2,2,3,10,nigeria,2016-08-13,croatia,2016081323,Group B,201623
1,Champ Oguchi,28.0,1,10,1,9,0,0,1,3,3,0,0,3,1,3,nigeria,2016-08-13,croatia,2016081323,Group B,201623
2,Alade Aminu,25.0,4,8,0,0,5,8,3,7,0,1,1,1,3,13,nigeria,2016-08-13,croatia,2016081323,Group B,201623
3,Michael Umeh,24.0,6,10,6,10,1,2,0,5,4,0,0,2,4,19,nigeria,2016-08-13,croatia,2016081323,Group B,201623
4,Ebi Ere,24.0,5,8,4,5,0,0,1,4,6,1,0,1,4,14,nigeria,2016-08-13,croatia,2016081323,Group B,201623
5,Josh Akognon,17.0,6,9,3,6,3,3,0,1,5,1,0,3,3,18,nigeria,2016-08-13,croatia,2016081323,Group B,201623
6,Michael Gbinije,17.0,3,4,2,2,0,0,1,3,3,1,0,0,2,8,nigeria,2016-08-13,croatia,2016081323,Group B,201623
7,Ekene Ibekwe,17.0,0,5,0,1,1,2,3,5,0,1,3,2,3,1,nigeria,2016-08-13,croatia,2016081323,Group B,201623
8,Ben Uzoh,11.0,1,3,0,0,0,0,0,3,1,0,0,0,0,2,nigeria,2016-08-13,croatia,2016081323,Group B,201623
9,Andy Ogide,8.0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,nigeria,2016-08-13,croatia,2016081323,Group B,201623
10,Totals,,30,68,17,36,13,19,17,43,26,5,6,14,25,90,nigeria,2016-08-13,croatia,2016081323,Group B,201623
