,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Andres Nocioni,47.0,11,19,8,12,7,8,0,11,0,1,0,3,5,37,argentina,2016-08-13,brazil,2016081321,Group B,201621
1,Patricio Garino,43.0,4,7,2,4,0,0,2,4,1,3,0,0,3,10,argentina,2016-08-13,brazil,2016081321,Group B,201621
2,Facu Campazzo,43.0,9,22,5,10,10,12,1,4,11,4,0,3,4,33,argentina,2016-08-13,brazil,2016081321,Group B,201621
3,Manu Ginobili,39.0,4,14,0,8,5,10,1,3,4,1,2,0,2,13,argentina,2016-08-13,brazil,2016081321,Group B,201621
4,Luis Scola,34.0,6,9,2,4,0,2,2,10,1,0,0,3,5,14,argentina,2016-08-13,brazil,2016081321,Group B,201621
5,Carlos Delfino,16.0,0,4,0,3,0,2,0,1,0,1,0,2,0,0,argentina,2016-08-13,brazil,2016081321,Group B,201621
6,Marcos Delia,12.0,1,1,0,0,0,0,1,3,1,1,0,1,1,2,argentina,2016-08-13,brazil,2016081321,Group B,201621
7,Nicolas Laprovittola,7.0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,argentina,2016-08-13,brazil,2016081321,Group B,201621
8,Gabriel Deck,7.0,1,2,0,0,0,0,0,0,0,0,0,2,2,2,argentina,2016-08-13,brazil,2016081321,Group B,201621
9,Leo Mainoldi,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,argentina,2016-08-13,brazil,2016081321,Group B,201621
10,Totals,,36,79,17,42,22,34,8,37,19,11,2,15,25,111,argentina,2016-08-13,brazil,2016081321,Group B,201621
0,Nene Hilario,38.0,11,17,0,0,2,4,4,11,2,2,0,4,4,24,brazil,2016-08-13,argentina,2016081321,Group B,201621
1,Alex Garcia,34.0,5,11,2,4,2,2,1,8,3,0,0,1,4,14,brazil,2016-08-13,argentina,2016081321,Group B,201621
2,Marcus Vinicius,33.0,2,11,0,6,5,6,0,5,3,1,0,2,4,9,brazil,2016-08-13,argentina,2016081321,Group B,201621
3,Guilherme Giovannoni,30.0,3,5,2,2,2,3,1,6,1,0,0,0,2,10,brazil,2016-08-13,argentina,2016081321,Group B,201621
4,Raul Neto,27.0,0,4,0,4,3,4,0,1,4,1,0,3,4,3,brazil,2016-08-13,argentina,2016081321,Group B,201621
5,Marcelo Huertas,21.0,5,11,0,1,4,4,0,1,3,0,0,1,5,14,brazil,2016-08-13,argentina,2016081321,Group B,201621
6,Leandro Barbosa,21.0,4,8,1,2,2,2,1,5,0,1,0,3,5,11,brazil,2016-08-13,argentina,2016081321,Group B,201621
7,Vitor Benite,15.0,5,10,3,6,0,0,0,0,0,0,0,0,0,13,brazil,2016-08-13,argentina,2016081321,Group B,201621
8,Rafael Hettsheimeir,15.0,2,5,1,1,0,0,1,3,0,1,1,2,0,5,brazil,2016-08-13,argentina,2016081321,Group B,201621
9,Augusto Lima,13.0,0,0,0,0,2,2,1,3,0,0,1,1,3,2,brazil,2016-08-13,argentina,2016081321,Group B,201621
10,Rafa Luz,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brazil,2016-08-13,argentina,2016081321,Group B,201621
11,Cristiano Felicio,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,brazil,2016-08-13,argentina,2016081321,Group B,201621
12,Totals,,38,83,9,26,22,27,10,44,16,6,2,18,31,107,brazil,2016-08-13,argentina,2016081321,Group B,201621
