,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Mantas Kalnietis,37.0,7,13,2,6,1,1,2,5,7,1,0,3,1,17,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
1,Jonas Maciulis,27.0,4,11,2,6,0,0,1,6,1,0,0,6,2,10,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
2,Mindaugas Kuzminskas,27.0,9,13,2,3,3,4,2,5,1,0,0,2,3,23,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
3,Marius Grigonis,25.0,3,5,1,3,0,0,0,5,0,1,0,0,3,7,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
4,Jonas Valanciunas,24.0,2,4,0,0,2,2,1,10,1,0,0,2,3,6,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
5,Domantas Sabonis,19.0,2,5,0,1,3,5,1,6,1,2,2,1,3,7,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
6,Paulius Jankunas,18.0,0,6,0,2,2,2,0,6,1,1,0,0,2,2,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
7,Renaldas Seibutis,16.0,2,7,0,2,5,5,1,3,0,0,0,0,4,9,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
8,Antanas Kavaliauskas,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
9,Vaidas Kariniauskas,3.0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
10,Adas Juskevicius,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
11,Totals,,29,65,7,24,16,19,8,47,12,5,2,15,25,81,lithuania,2016-08-11,argentina,2016081115,Group B,201615,mens-olympics
0,Andres Nocioni,37.0,5,14,0,5,4,4,1,7,1,1,2,1,3,14,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
1,Luis Scola,30.0,5,11,1,3,1,2,1,7,4,1,0,1,5,12,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
2,Manu Ginobili,29.0,5,12,2,5,10,17,0,1,1,1,0,0,3,22,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
3,Facu Campazzo,26.0,4,11,2,4,0,2,1,3,1,2,0,0,1,10,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
4,Carlos Delfino,21.0,4,9,2,5,0,1,1,4,0,1,0,2,1,10,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
5,Nicolas Laprovittola,15.0,1,6,0,3,1,2,0,1,3,1,0,0,2,3,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
6,Patricio Garino,14.0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
7,Roberto Acuna,14.0,1,2,0,0,0,0,0,1,0,1,0,1,2,2,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
8,Marcos Delia,12.0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
9,Leo Mainoldi,3.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
10,Totals,,25,66,7,26,16,28,5,28,11,8,3,6,23,73,argentina,2016-08-11,lithuania,2016081115,Group B,201615,mens-olympics
