,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Marcus Vinicius,30.0,1,6,1,5,4,7,1,3,2,1,0,1,1,7,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
1,Nene Hilario,30.0,4,8,0,0,3,6,3,8,2,1,1,0,2,11,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
2,Leandro Barbosa,29.0,8,17,0,4,5,6,1,1,2,2,0,2,3,21,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
3,Raul Neto,26.0,4,6,1,2,5,7,0,3,2,1,0,1,1,14,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
4,Augusto Lima,21.0,2,2,0,0,0,0,1,6,1,1,0,1,5,4,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
5,Alex Garcia,15.0,2,5,0,1,0,0,2,3,0,0,0,1,1,4,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
6,Marcelo Huertas,14.0,2,5,0,0,1,3,0,2,3,0,0,3,0,5,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
7,Cristiano Felicio,14.0,1,1,0,0,2,4,2,4,0,0,1,1,4,4,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
8,Guilherme Giovannoni,8.0,0,2,0,2,0,0,0,1,0,2,0,1,1,0,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
9,Rafael Hettsheimeir,7.0,1,2,0,0,2,2,0,1,0,0,0,1,4,4,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
10,Vitor Benite,6.0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
11,Totals,,26,56,2,14,22,35,10,32,12,8,2,12,23,76,brazil,2016-08-07,lithuania,201608074,Group B,20164,mens-olympics
0,Mantas Kalnietis,36.0,5,11,2,6,4,4,0,3,8,1,1,3,3,16,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
1,Renaldas Seibutis,31.0,4,6,3,4,0,0,0,2,3,1,1,2,1,11,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
2,Jonas Maciulis,27.0,3,10,2,8,2,3,1,6,3,1,0,2,3,10,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
3,Paulius Jankunas,22.0,6,10,1,3,2,2,0,7,3,1,0,2,4,15,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
4,Mindaugas Kuzminskas,21.0,2,5,1,3,3,3,3,5,1,0,0,1,0,8,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
5,Jonas Valanciunas,20.0,3,6,0,0,0,0,2,3,2,0,1,3,5,6,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
6,Domantas Sabonis,19.0,4,8,0,0,2,4,1,2,0,1,0,3,5,10,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
7,Antanas Kavaliauskas,9.0,2,2,0,0,2,2,0,4,1,0,0,0,4,6,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
8,Marius Grigonis,8.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
9,Vaidas Kariniauskas,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
10,Robertas Javtokas,3.0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
11,Totals,,29,58,9,24,15,18,7,32,23,6,3,17,29,82,lithuania,2016-08-07,brazil,201608074,Group B,20164,mens-olympics
