,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Carlton Myers,40.0,6,15,0,5,2,3,0,2,1,1,0,1,1,14,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
1,Gregor Fucka,35.0,8,11,1,2,0,0,1,4,3,0,0,1,4,17,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
2,Roberto Chiacig,27.0,2,4,0,0,3,6,1,4,0,0,0,0,2,7,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
3,Andrea Meneghin,25.0,2,7,0,1,2,2,1,3,2,0,0,0,4,6,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
4,German Scarone,19.0,0,4,0,4,0,0,3,4,1,1,0,2,2,0,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
5,Giacomo Galanda,14.0,3,6,1,2,0,0,2,2,1,0,0,1,4,7,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
6,Gianluca Basile,12.0,1,2,0,1,1,3,1,2,0,0,1,1,2,3,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
7,Alessandro Abbio,12.0,0,3,0,2,2,2,0,1,1,0,0,1,1,2,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
8,Michele Mian,11.0,2,3,1,2,1,2,0,1,1,0,0,1,0,6,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
9,Denis Marconato,5.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
10,Totals,,24,55,3,19,11,18,9,26,10,2,1,8,21,62,italy,2000-09-28,australia,2000092832,Quarter-Finals,200032
0,Shane Heal,38.0,5,13,2,5,1,4,0,3,2,0,0,0,1,13,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
1,Andrew Gaze,35.0,7,10,4,5,9,9,1,6,4,1,0,0,3,27,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
2,Sam MacKinnon,33.0,3,5,0,0,1,2,1,7,1,1,0,4,3,7,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
3,Mark Bradtke,31.0,1,4,0,0,2,2,4,8,0,0,1,4,4,4,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
4,Luc Longley,26.0,5,11,0,0,0,0,2,4,0,0,1,2,4,10,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
5,Chris Anstey,22.0,1,6,0,0,0,0,0,2,1,0,0,0,3,2,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
6,Jason Smith,12.0,1,2,0,1,0,0,0,1,0,0,2,1,1,2,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
7,Ricky Grace,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
8,Andrew Vlahov,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
9,Totals,,23,51,6,11,13,17,8,31,8,2,4,11,20,65,australia,2000-09-28,italy,2000092832,Quarter-Finals,200032
