,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Vince Carter,21.0,7,10,4,7,0,0,2,4,1,0,0,0,1,18,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
1,Steve Smith,21.0,0,2,0,1,5,6,1,2,4,1,0,2,3,5,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
2,Tim Hardaway,20.0,2,8,1,7,0,0,0,1,4,0,0,1,1,5,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
3,Allan Houston,19.0,6,8,4,5,1,2,0,3,0,0,0,0,1,17,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
4,Vin Baker,19.0,2,3,0,0,2,5,2,5,1,0,0,3,0,6,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
5,Jason Kidd,19.0,1,2,0,1,0,0,1,5,6,1,0,4,1,2,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
6,Antonio McDyess,18.0,7,8,0,0,1,4,1,5,1,1,0,1,3,15,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
7,Ray Allen,18.0,4,7,1,3,0,0,1,3,4,2,1,0,1,9,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
8,Gary Payton,18.0,1,5,0,0,1,2,0,0,4,1,0,1,0,3,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
9,Kevin Garnett,15.0,5,7,0,0,4,4,3,6,1,0,0,2,3,14,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
10,Shareef Abdur-Rahim,13.0,3,3,0,0,2,2,2,4,0,2,0,0,3,8,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
11,Totals,,38,63,10,24,16,25,13,38,26,8,1,14,17,102,united states,2000-09-23,new-zealand,2000092322,Group A,200022,mens-olympics
0,Phill Jones,26.0,3,10,2,6,1,2,3,4,1,3,0,2,4,9,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
1,Ralph Lattimore,25.0,2,8,2,5,0,0,0,0,1,1,0,4,1,6,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
2,Mark Dickel,24.0,3,7,2,4,1,2,0,1,0,0,0,3,0,9,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
3,Pero Cameron,22.0,2,5,1,3,0,0,1,2,0,0,0,0,3,5,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
4,Sean Marks,20.0,4,11,2,3,0,0,3,6,0,1,1,2,4,10,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
5,Rob Hickey,17.0,1,3,0,0,0,0,2,2,0,0,0,1,2,2,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
6,Paul Henare,15.0,0,2,0,1,1,2,1,2,3,0,0,2,2,1,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
7,Tony Rampton,14.0,1,5,1,2,4,8,3,4,0,0,0,2,5,7,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
8,Kirk Penney,13.0,2,6,0,2,0,0,0,1,2,0,0,4,0,4,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
9,Nenad Vucinic,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
10,Brad Riley,8.0,0,1,0,0,1,2,2,3,1,0,0,0,0,1,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
11,Peter Pokai,7.0,0,2,0,0,2,2,1,1,1,0,0,1,0,2,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
12,Totals,,18,60,10,26,10,18,16,26,10,5,1,21,21,56,new-zealand,2000-09-23,united states,2000092322,Group A,200022,mens-olympics
