,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Peja Stojakovic,35.0,8,18,1,5,3,3,1,3,0,1,0,2,3,20,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
1,Dejan Bodiroga,34.0,4,7,0,0,6,8,2,4,1,0,0,0,4,14,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
2,Sasa Obradovic,30.0,3,6,1,2,1,2,0,1,1,2,0,2,2,8,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
3,Dejan Tomasevic,27.0,1,5,0,0,0,0,5,8,2,2,0,5,5,2,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
4,Zeljko Rebraca,21.0,2,7,0,0,1,3,2,2,0,0,1,1,3,5,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
5,Dragan Tarlac,16.0,1,2,0,0,0,0,1,2,0,0,0,1,5,2,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
6,Vlado Scepanovic,12.0,1,2,1,1,0,2,0,0,0,0,0,1,0,3,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
7,Igor Rakocevic,11.0,0,1,0,1,3,4,0,0,0,0,1,1,1,3,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
8,Predrag Drobnjak,7.0,0,0,0,0,2,2,0,1,0,0,0,0,1,2,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
9,Dragan Lukovski,6.0,0,1,0,1,4,6,0,0,1,0,0,1,2,4,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
10,Totals,,20,49,3,10,20,30,11,21,5,5,2,14,26,63,serbia and montenegro,2000-09-28,lithuania,2000092834,Quarter-Finals,200034
0,Gintaras Einikis,34.0,9,15,0,0,8,9,4,8,0,0,0,1,2,26,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
1,Sarunas Jasikevicius,33.0,7,9,1,2,3,3,1,5,4,0,0,3,4,18,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
2,Ramunas Siskauskas,27.0,1,3,1,2,6,6,0,2,3,1,1,3,3,9,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
3,Tomas Masiulis,26.0,0,5,0,0,2,2,3,6,1,0,0,2,1,2,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
4,Saulius Stombergas,22.0,3,5,0,2,2,5,0,1,2,1,0,1,5,8,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
5,Mindaugas Timinskas,19.0,2,4,1,1,1,1,1,1,2,1,0,0,5,6,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
6,Darius Maskoliunas,15.0,1,2,1,2,0,0,0,1,0,0,0,0,1,3,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
7,Andrius Giedraitis,7.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
8,Dainius Adomaitis,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
9,Eurelijus Zukauskas,6.0,2,3,0,0,0,0,0,0,0,0,0,0,1,4,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
10,Darius Songaila,5.0,0,1,0,0,0,0,0,2,0,0,0,3,5,0,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
11,Totals,,25,48,4,9,22,26,9,26,13,3,1,13,30,76,lithuania,2000-09-28,serbia and montenegro,2000092834,Quarter-Finals,200034
