,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Andrei Kirilenko,37.0,5,9,1,1,8,13,2,4,1,1,1,2,2,19,russia,2012-08-02,brazil,2012080214,Group B,W
1,Alexey Shved,30.0,7,15,2,7,1,4,0,3,6,0,0,6,2,17,russia,2012-08-02,brazil,2012080214,Group B,W
2,Sergei Monia,29.0,1,6,1,4,0,0,1,7,1,0,1,1,0,3,russia,2012-08-02,brazil,2012080214,Group B,W
3,Viktor Khryapa,29.0,3,8,1,4,0,0,0,4,3,0,0,1,3,7,russia,2012-08-02,brazil,2012080214,Group B,W
4,Timofey Mozgov,23.0,8,9,0,0,2,3,4,7,0,0,0,1,5,18,russia,2012-08-02,brazil,2012080214,Group B,W
5,Vitaly Fridzon,19.0,2,3,1,1,1,2,1,3,4,0,0,2,2,6,russia,2012-08-02,brazil,2012080214,Group B,W
6,Sasha Kaun,15.0,1,3,0,0,1,2,0,2,1,0,0,1,4,3,russia,2012-08-02,brazil,2012080214,Group B,W
7,Anton Ponkrashov,13.0,1,5,0,1,0,0,0,3,2,1,0,0,1,2,russia,2012-08-02,brazil,2012080214,Group B,W
8,Dimitriy Khvostov,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,russia,2012-08-02,brazil,2012080214,Group B,W
9,Evgeny Voronov,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,russia,2012-08-02,brazil,2012080214,Group B,W
10,Totals,,28,58,6,18,13,24,8,33,18,2,2,15,19,75,russia,2012-08-02,brazil,2012080214,Group B,W
0,Leandro Barbosa,26.0,7,14,2,7,0,1,0,1,0,0,0,1,3,16,brazil,2012-08-02,russia,2012080214,Group B,L
1,Marcus Vinicius,25.0,3,7,2,5,0,0,0,2,4,2,0,1,3,8,brazil,2012-08-02,russia,2012080214,Group B,L
2,Marcelo Huertas,23.0,4,11,0,1,0,1,3,5,3,0,0,2,2,8,brazil,2012-08-02,russia,2012080214,Group B,L
3,Alex Garcia,23.0,1,4,1,2,2,2,0,2,2,3,0,2,1,5,brazil,2012-08-02,russia,2012080214,Group B,L
4,Guilherme Giovannoni,23.0,1,2,1,2,1,2,0,1,0,1,0,0,1,4,brazil,2012-08-02,russia,2012080214,Group B,L
5,Nene Hilario,22.0,2,4,0,0,4,6,2,10,0,1,0,2,3,8,brazil,2012-08-02,russia,2012080214,Group B,L
6,Tiago Splitter,18.0,4,9,0,0,0,0,1,5,2,0,0,0,0,8,brazil,2012-08-02,russia,2012080214,Group B,L
7,Anderson Varejao,18.0,2,5,0,0,0,0,3,4,0,0,0,0,3,4,brazil,2012-08-02,russia,2012080214,Group B,L
8,Larry Taylor,17.0,5,7,0,0,2,4,0,1,2,0,0,2,4,12,brazil,2012-08-02,russia,2012080214,Group B,L
9,Marcelinho Machado,5.0,0,1,0,0,1,2,0,1,0,0,0,1,2,1,brazil,2012-08-02,russia,2012080214,Group B,L
10,Totals,,29,64,6,17,10,18,9,32,13,7,0,11,22,74,brazil,2012-08-02,russia,2012080214,Group B,L
