,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Juan Carlos Navarro,27.0,1,6,1,4,4,4,1,5,4,1,0,1,2,7,spain,2012-08-06,brazil,2012080626,Group B,L
1,Marc Gasol,25.0,7,10,0,0,6,7,0,3,4,0,0,3,3,20,spain,2012-08-06,brazil,2012080626,Group B,L
2,Pau Gasol,24.0,9,11,1,2,6,8,1,7,0,0,2,3,1,25,spain,2012-08-06,brazil,2012080626,Group B,L
3,Serge Ibaka,21.0,7,10,0,0,0,0,3,6,1,0,3,1,1,14,spain,2012-08-06,brazil,2012080626,Group B,L
4,Fernando San Emeterio,18.0,1,5,1,4,0,0,0,1,1,0,0,0,3,3,spain,2012-08-06,brazil,2012080626,Group B,L
5,Sergio Rodriguez,18.0,1,3,0,1,0,0,0,3,3,1,0,2,2,2,spain,2012-08-06,brazil,2012080626,Group B,L
6,Sergio Llull,15.0,1,2,1,1,0,0,0,1,1,0,0,0,3,3,spain,2012-08-06,brazil,2012080626,Group B,L
7,Rudy Fernandez,15.0,0,1,0,1,0,0,0,1,2,0,0,1,1,0,spain,2012-08-06,brazil,2012080626,Group B,L
8,Jose Calderon,14.0,0,1,0,0,0,0,0,1,4,1,0,1,1,0,spain,2012-08-06,brazil,2012080626,Group B,L
9,Felipe Reyes,11.0,1,4,0,0,4,8,1,3,0,0,0,2,3,6,spain,2012-08-06,brazil,2012080626,Group B,L
10,Victor Sada,8.0,1,3,0,0,0,0,2,2,2,0,0,0,0,2,spain,2012-08-06,brazil,2012080626,Group B,L
11,Victor Claver,6.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,spain,2012-08-06,brazil,2012080626,Group B,L
12,Totals,,29,56,4,13,20,27,8,34,23,3,5,14,20,82,spain,2012-08-06,brazil,2012080626,Group B,L
0,Tiago Splitter,30.0,5,10,0,0,1,4,2,6,3,2,1,1,4,11,brazil,2012-08-06,spain,2012080626,Group B,L
1,Leandro Barbosa,27.0,8,13,2,2,5,6,0,2,0,1,1,3,4,23,brazil,2012-08-06,spain,2012080626,Group B,L
2,Anderson Varejao,22.0,3,7,0,0,1,2,5,7,1,2,0,1,4,7,brazil,2012-08-06,spain,2012080626,Group B,L
3,Marcelo Huertas,21.0,1,4,0,2,0,0,0,1,6,0,0,1,1,2,brazil,2012-08-06,spain,2012080626,Group B,L
4,Marcus Vinicius,21.0,5,7,3,4,0,0,0,0,2,3,0,0,1,13,brazil,2012-08-06,spain,2012080626,Group B,L
5,Raul Neto,16.0,2,6,1,3,1,2,2,3,4,0,0,1,1,6,brazil,2012-08-06,spain,2012080626,Group B,L
6,Guilherme Giovannoni,14.0,3,6,1,2,0,0,0,3,1,0,0,0,2,7,brazil,2012-08-06,spain,2012080626,Group B,L
7,Caio Torres,13.0,3,4,0,0,0,0,0,2,1,0,0,2,5,6,brazil,2012-08-06,spain,2012080626,Group B,L
8,Marcelinho Machado,12.0,1,5,1,4,0,0,0,1,0,0,0,0,0,3,brazil,2012-08-06,spain,2012080626,Group B,L
9,Larry Taylor,12.0,3,4,0,0,1,1,1,3,3,0,0,0,1,7,brazil,2012-08-06,spain,2012080626,Group B,L
10,Alex Garcia,11.0,1,2,0,0,1,2,0,2,0,0,0,0,3,3,brazil,2012-08-06,spain,2012080626,Group B,L
11,Totals,,35,68,8,17,10,17,10,30,21,8,2,9,26,88,brazil,2012-08-06,spain,2012080626,Group B,L
