,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Salah Mejri,39.0,7,16,1,2,1,1,3,12,3,1,4,5,4,16,tunisia,2012-08-06,lithuania,2012080629,Group A,L
1,Makram Ben Romdhane,32.0,5,9,0,1,2,6,3,6,2,1,0,5,5,12,tunisia,2012-08-06,lithuania,2012080629,Group A,L
2,Amine Rzig,27.0,7,9,3,3,0,0,1,5,0,1,0,0,4,17,tunisia,2012-08-06,lithuania,2012080629,Group A,L
3,Mourad El Mabrouk,27.0,2,11,0,4,2,2,0,0,1,3,0,0,3,6,tunisia,2012-08-06,lithuania,2012080629,Group A,L
4,Mohamed Hadidane,21.0,1,5,0,1,0,0,0,1,0,1,0,0,0,2,tunisia,2012-08-06,lithuania,2012080629,Group A,L
5,Radhouane Slimane,19.0,1,3,1,2,0,0,0,0,2,1,0,3,0,3,tunisia,2012-08-06,lithuania,2012080629,Group A,L
6,Nizar Knioua,18.0,1,2,0,0,0,0,1,1,2,0,0,3,1,2,tunisia,2012-08-06,lithuania,2012080629,Group A,L
7,Marouan Laghnej,17.0,1,4,1,2,0,0,0,0,0,0,0,2,1,3,tunisia,2012-08-06,lithuania,2012080629,Group A,L
8,Mokhtar Ghyaza,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,tunisia,2012-08-06,lithuania,2012080629,Group A,L
9,Totals,,26,60,6,15,5,9,8,25,10,8,4,18,19,63,tunisia,2012-08-06,lithuania,2012080629,Group A,L
0,Simas Jasaitis,28.0,3,6,3,6,1,2,0,1,1,2,0,1,2,10,lithuania,2012-08-06,tunisia,2012080629,Group A,L
1,Sarunas Jasikevicius,27.0,5,11,3,5,0,0,1,2,5,2,0,3,0,13,lithuania,2012-08-06,tunisia,2012080629,Group A,L
2,Linas Kleiza,24.0,2,9,0,3,0,0,2,6,3,0,0,2,2,4,lithuania,2012-08-06,tunisia,2012080629,Group A,L
3,Mantas Kalnietis,18.0,1,3,1,1,2,4,1,4,9,0,0,2,2,5,lithuania,2012-08-06,tunisia,2012080629,Group A,L
4,Renaldas Seibutis,16.0,2,4,2,3,4,4,1,1,2,1,1,0,2,10,lithuania,2012-08-06,tunisia,2012080629,Group A,L
5,Paulius Jankunas,16.0,1,2,0,0,1,2,1,4,1,1,3,2,2,3,lithuania,2012-08-06,tunisia,2012080629,Group A,L
6,Antanas Kavaliauskas,15.0,3,5,0,0,0,2,3,5,0,2,0,0,1,6,lithuania,2012-08-06,tunisia,2012080629,Group A,L
7,Rimantas Kaukenas,14.0,4,5,2,3,0,0,0,1,1,0,0,1,3,10,lithuania,2012-08-06,tunisia,2012080629,Group A,L
8,Darius Songaila,12.0,5,6,0,0,3,3,0,2,1,1,0,0,1,13,lithuania,2012-08-06,tunisia,2012080629,Group A,L
9,Jonas Valanciunas,12.0,0,2,0,0,0,0,2,6,0,0,0,3,0,0,lithuania,2012-08-06,tunisia,2012080629,Group A,L
10,Martynas Pocius,9.0,0,4,0,3,0,0,0,1,1,0,0,1,2,0,lithuania,2012-08-06,tunisia,2012080629,Group A,L
11,Jonas Maciulis,8.0,1,1,0,0,0,0,1,2,0,0,0,0,1,2,lithuania,2012-08-06,tunisia,2012080629,Group A,L
12,Totals,,27,58,11,24,11,17,12,35,24,9,4,15,18,76,lithuania,2012-08-06,tunisia,2012080629,Group A,L
